timestamp,biogas,biomass,geo,hydro,imports,nuclear,smhydro,solarpv,solarth,thermal,wind,carbon
2013-01-01 08:00:00+00:00,214,351,927,2057,6272,2268,337,0,0,10326,61,7868.23
2013-01-01 09:00:00+00:00,213,352,927,1739,5841,2268,319,0,0,10144,51,7588.32
2013-01-01 10:00:00+00:00,213,355,927,1625,5776,2268,318,0,0,9726,74,7363.664
2013-01-01 11:00:00+00:00,214,356,927,1621,5552,2266,316,0,0,9346,304,7088.256
2013-01-01 12:00:00+00:00,214,352,928,1622,5558,2267,315,0,0,9541,210,7180.409
2013-01-01 13:00:00+00:00,214,351,928,1693,5373,2267,328,0,0,9837,134,7235.547
2013-01-01 14:00:00+00:00,214,356,926,1980,5579,2266,351,0,0,9612,286,7226.424
2013-01-01 15:00:00+00:00,215,358,926,2297,5641,2267,363,79,0,9485,475,7202.561
2013-01-01 16:00:00+00:00,215,358,924,2418,5915,2267,365,258,0,9511,481,7346.221
2013-01-01 17:00:00+00:00,214,357,923,2296,5657,2268,366,551,0,10162,318,7546.508
2013-01-01 18:00:00+00:00,213,354,923,2252,5501,2270,364,792,0,9849,522,7342.285
2013-01-01 19:00:00+00:00,213,352,921,2211,5504,2270,365,857,0,9295,772,7089.089
2013-01-01 20:00:00+00:00,214,354,922,2138,5520,2268,366,866,0,9000,870,6959.904
2013-01-01 21:00:00+00:00,215,354,922,2260,5584,2268,365,773,0,8643,838,6817.195
2013-01-01 22:00:00+00:00,215,362,921,2251,5357,2267,365,432,0,8913,1019,6830.361
2013-01-01 23:00:00+00:00,216,359,921,2327,5453,2266,365,183,0,9282,993,7034.492
2013-01-02 00:00:00+00:00,215,357,921,2588,6041,2266,364,18,0,10101,755,7671.931
2013-01-02 01:00:00+00:00,215,353,920,3220,7998,2267,364,0,0,11258,557,9089.678
2013-01-02 02:00:00+00:00,215,356,920,3337,8495,2265,360,0,0,11657,367,9498.295
2013-01-02 03:00:00+00:00,215,353,920,3064,8477,2265,360,0,0,11712,297,9513.404
2013-01-02 04:00:00+00:00,215,349,920,2647,8428,2266,363,0,0,11524,265,9400.336
2013-01-02 05:00:00+00:00,214,347,923,2363,7894,2267,364,0,0,11095,226,8957.755
2013-01-02 06:00:00+00:00,214,345,924,1812,7187,2268,339,0,0,10539,274,8378.125
2013-01-02 07:00:00+00:00,214,344,924,1795,6165,2269,335,0,0,9904,232,7621.652
2013-01-02 08:00:00+00:00,215,340,925,1684,5793,2268,323,0,0,9315,219,7177.443
2013-01-02 09:00:00+00:00,215,340,925,1275,5748,2269,319,0,0,9469,211,7227.777
2013-01-02 10:00:00+00:00,213,340,926,1116,5476,2268,321,0,0,9576,268,7155.726
2013-01-02 11:00:00+00:00,215,339,927,1176,5345,2266,322,0,0,9722,271,7166.032
2013-01-02 12:00:00+00:00,215,337,927,1304,5529,2266,323,0,0,9849,329,7308.779
2013-01-02 13:00:00+00:00,215,338,926,1802,6587,2266,327,0,0,9659,399,7696.689
2013-01-02 14:00:00+00:00,214,330,925,2142,7758,2266,347,0,39,10430,337,8582.338
2013-01-02 15:00:00+00:00,213,332,924,2432,8566,2266,350,118,79,10708,296,9081.88
2013-01-02 16:00:00+00:00,211,331,923,2470,7986,2268,357,423,103,11677,300,9290.587
2013-01-02 17:00:00+00:00,211,325,922,2425,7875,2269,356,781,181,11637,267,9238.297
2013-01-02 18:00:00+00:00,209,318,923,2086,7627,2268,357,943,239,11979,306,9293.391
2013-01-02 19:00:00+00:00,209,324,922,2046,7168,2267,355,986,247,12139,262,9165.579
2013-01-02 20:00:00+00:00,210,327,921,2152,7230,2266,351,973,240,11633,220,8956.055
2013-01-02 21:00:00+00:00,212,332,921,2163,7314,2266,353,868,249,11263,148,8816.323
2013-01-02 22:00:00+00:00,212,331,921,2450,7253,2266,368,677,264,11043,84,8677.569
2013-01-02 23:00:00+00:00,208,333,922,2464,7296,2266,383,355,228,11237,67,8771.709
2013-01-03 00:00:00+00:00,211,343,923,2627,7850,2266,379,45,186,11548,79,9154.388
2013-01-03 01:00:00+00:00,214,338,923,3276,9192,2265,379,0,184,12834,120,10359.236
2013-01-03 02:00:00+00:00,213,337,923,3151,9088,2264,383,0,183,13799,105,10764.067
2013-01-03 03:00:00+00:00,215,339,923,3006,9188,2265,382,0,183,13544,79,10689.312
2013-01-03 04:00:00+00:00,216,341,922,2645,8915,2264,380,0,150,13533,74,10560.243
2013-01-03 05:00:00+00:00,216,345,922,2224,8938,2264,381,0,3,12778,63,10212.326
2013-01-03 06:00:00+00:00,216,346,925,1842,7897,2266,343,0,0,12219,81,9482.645
2013-01-03 07:00:00+00:00,216,346,926,1789,6713,2266,345,0,0,11392,121,8564.668
2013-01-03 08:00:00+00:00,216,345,927,1738,6166,2264,330,0,0,10537,134,7918.289
2013-01-03 09:00:00+00:00,215,345,927,1455,5848,2266,326,0,0,10510,80,7761.168
2013-01-03 10:00:00+00:00,215,348,927,1317,5863,2267,326,0,0,10469,81,7748.825
2013-01-03 11:00:00+00:00,215,342,926,1304,5990,2265,328,0,0,10314,87,7731.6
2013-01-03 12:00:00+00:00,214,335,927,1363,5918,2265,326,0,0,10456,108,7764.624
2013-01-03 13:00:00+00:00,213,324,927,1849,6456,2267,327,0,0,10874,161,8201.546
2013-01-03 14:00:00+00:00,207,301,925,2063,7700,2266,352,0,0,11712,225,9146.834
2013-01-03 15:00:00+00:00,207,308,925,2117,8605,2266,371,116,0,11996,169,9692.036
2013-01-03 16:00:00+00:00,206,314,923,2281,8233,2267,369,426,0,12511,150,9782.677
2013-01-03 17:00:00+00:00,208,324,919,2221,7914,2268,368,779,21,12523,223,9665.333
2013-01-03 18:00:00+00:00,209,326,920,2313,7700,2269,366,927,30,12328,278,9486.78
2013-01-03 19:00:00+00:00,210,326,920,2230,7822,2267,366,980,26,11831,281,9310.595
2013-01-03 20:00:00+00:00,210,324,919,2282,7417,2267,367,981,21,11683,261,9059.149
2013-01-03 21:00:00+00:00,210,323,922,2295,7457,2267,369,902,24,11339,305,8912.649
2013-01-03 22:00:00+00:00,209,325,922,2179,7393,2267,380,675,32,11260,320,8836.65
2013-01-03 23:00:00+00:00,209,329,921,2222,7695,2267,384,347,33,11275,237,8963.985
2013-01-04 00:00:00+00:00,209,333,921,2506,8049,2267,386,46,6,11933,127,9417.483
2013-01-04 01:00:00+00:00,209,332,921,3111,9026,2265,421,0,0,13534,87,10605.618
2013-01-04 02:00:00+00:00,209,339,921,3263,9294,2263,424,0,0,13821,91,10862.531
2013-01-04 03:00:00+00:00,210,339,920,3098,9129,2265,424,0,0,13767,101,10762.965
2013-01-04 04:00:00+00:00,213,342,921,2356,8989,2266,423,0,0,13944,91,10781.604
2013-01-04 05:00:00+00:00,214,340,922,2213,8261,2267,407,0,0,13315,100,10159.759
2013-01-04 06:00:00+00:00,214,336,924,1740,7491,2269,342,0,0,12509,102,9433.853
2013-01-04 07:00:00+00:00,214,337,924,1673,6681,2269,336,0,0,11448,91,8573.17
2013-01-04 08:00:00+00:00,214,339,925,1646,6522,2269,284,0,0,10775,64,8186.163
2013-01-04 09:00:00+00:00,214,336,926,1406,6098,2270,282,0,0,10782,58,7997.822
2013-01-04 10:00:00+00:00,213,338,927,1284,6229,2269,283,0,0,10267,77,7814.975
2013-01-04 11:00:00+00:00,214,343,927,1335,6251,2268,284,0,0,10181,79,7786.093
2013-01-04 12:00:00+00:00,214,345,927,1441,6449,2267,284,0,0,10204,78,7886.44
2013-01-04 13:00:00+00:00,214,343,926,1574,6998,2267,323,0,0,10754,85,8390.612
2013-01-04 14:00:00+00:00,213,337,923,2090,8027,2267,340,0,0,11325,91,9119.871
2013-01-04 15:00:00+00:00,211,336,921,2372,8567,2266,354,113,0,11783,82,9582.077
2013-01-04 16:00:00+00:00,208,335,919,2308,8682,2266,366,434,2,12077,58,9784.793
2013-01-04 17:00:00+00:00,199,337,919,2192,8550,2266,371,774,30,12042,51,9723.36
2013-01-04 18:00:00+00:00,199,342,920,2144,8099,2266,371,949,31,12171,43,9590.789
2013-01-04 19:00:00+00:00,202,337,922,2033,7737,2265,369,1001,26,12176,33,9432.276
2013-01-04 20:00:00+00:00,203,336,923,1992,7313,2267,368,996,23,12171,26,9239.505
