timestamp,biogas,biomass,geo,hydro,imports,nuclear,smhydro,solarpv,solarth,thermal,wind,carbon
2016-01-01 08:00:00+00:00,193.0,246.0,1099.0,973.0,6470.0,2282.0,134.0,0.0,0.0,10831.0,1141.0,8180.059
2016-01-01 09:00:00+00:00,192.0,245.0,1099.0,1054.0,6410.0,2281.0,134.0,0.0,0.0,10074.0,1108.0,7797.598
2016-01-01 10:00:00+00:00,192.0,245.0,1098.0,1052.0,6262.0,2281.0,136.0,0.0,0.0,9689.0,1051.0,7550.003
2016-01-01 11:00:00+00:00,192.0,244.0,1099.0,1054.0,5942.0,2281.0,136.0,0.0,0.0,9664.0,1081.0,7395.098
2016-01-01 12:00:00+00:00,192.0,240.0,1099.0,1151.0,6119.0,2281.0,143.0,0.0,0.0,9351.0,1150.0,7327.921
2016-01-01 13:00:00+00:00,191.0,240.0,1098.0,1278.0,5938.0,2282.0,148.0,0.0,0.0,9896.0,1074.0,7501.798
2016-01-01 14:00:00+00:00,187.0,243.0,1096.0,1394.0,6608.0,2281.0,194.0,0.0,0.0,9627.0,1023.0,7675.503
2016-01-01 15:00:00+00:00,186.0,243.0,1094.0,1325.0,6164.0,2281.0,194.0,723.0,11.0,9654.0,847.0,7520.052
2016-01-01 16:00:00+00:00,191.0,243.0,1093.0,1075.0,5224.0,2281.0,165.0,2838.0,166.0,8824.0,682.0,6808.374
2016-01-01 17:00:00+00:00,191.0,241.0,1094.0,979.0,4963.0,2279.0,154.0,4330.0,401.0,7584.0,747.0,6183.59
2016-01-01 18:00:00+00:00,191.0,243.0,1094.0,852.0,4712.0,2279.0,106.0,4781.0,488.0,7545.0,768.0,6075.523
2016-01-01 19:00:00+00:00,191.0,242.0,1096.0,784.0,4368.0,2278.0,105.0,4898.0,463.0,7626.0,614.0,5961.946
2016-01-01 20:00:00+00:00,192.0,245.0,1098.0,818.0,3980.0,2277.0,106.0,4981.0,451.0,7681.0,486.0,5817.063
2016-01-01 21:00:00+00:00,191.0,250.0,1099.0,827.0,3964.0,2276.0,107.0,4719.0,455.0,7737.0,409.0,5824.257
2016-01-01 22:00:00+00:00,190.0,254.0,1099.0,894.0,4532.0,2276.0,112.0,3895.0,463.0,8147.0,298.0,6232.929
2016-01-01 23:00:00+00:00,190.0,250.0,1100.0,1203.0,5250.0,2275.0,190.0,2082.0,343.0,9042.0,226.0,6888.1
2016-01-02 00:00:00+00:00,193.0,253.0,1099.0,1357.0,6438.0,2275.0,243.0,0.0,23.0,11231.0,179.0,8345.755
2016-01-02 01:00:00+00:00,192.0,254.0,1097.0,1894.0,7213.0,2276.0,280.0,0.0,0.0,13133.0,165.0,9586.547
2016-01-02 02:00:00+00:00,193.0,253.0,1096.0,2143.0,7593.0,2275.0,281.0,0.0,0.0,13138.0,187.0,9760.338
2016-01-02 03:00:00+00:00,193.0,253.0,1094.0,1970.0,7518.0,2275.0,246.0,0.0,0.0,13179.0,224.0,9745.495
2016-01-02 04:00:00+00:00,194.0,254.0,1094.0,1814.0,7205.0,2276.0,239.0,0.0,0.0,13218.0,219.0,9623.326
2016-01-02 05:00:00+00:00,192.0,254.0,1096.0,1493.0,7314.0,2276.0,198.0,0.0,0.0,12614.0,190.0,9386.71
2016-01-02 06:00:00+00:00,190.0,251.0,1096.0,1322.0,6909.0,2277.0,156.0,0.0,0.0,12057.0,191.0,8942.063
2016-01-02 07:00:00+00:00,190.0,250.0,1096.0,1182.0,6299.0,2278.0,156.0,0.0,0.0,11556.0,178.0,8432.884
2016-01-02 08:00:00+00:00,195.0,253.0,1096.0,1056.0,6125.0,2277.0,147.0,0.0,0.0,10916.0,149.0,8055.708
2016-01-02 09:00:00+00:00,194.0,249.0,1096.0,1058.0,6116.0,2277.0,148.0,0.0,0.0,10100.0,154.0,7667.894
2016-01-02 10:00:00+00:00,193.0,248.0,1097.0,1060.0,6173.0,2277.0,147.0,0.0,0.0,9536.0,194.0,7428.98
2016-01-02 11:00:00+00:00,193.0,248.0,1097.0,1076.0,6081.0,2277.0,146.0,0.0,0.0,9367.0,253.0,7309.271
2016-01-02 12:00:00+00:00,194.0,249.0,1095.0,1102.0,5902.0,2278.0,146.0,0.0,0.0,9741.0,238.0,7404.801
2016-01-02 13:00:00+00:00,194.0,251.0,1094.0,1315.0,6007.0,2277.0,179.0,0.0,0.0,9934.0,276.0,7544.2
2016-01-02 14:00:00+00:00,191.0,254.0,1093.0,1384.0,6627.0,2277.0,225.0,0.0,0.0,9942.0,367.0,7827.222
2016-01-02 15:00:00+00:00,192.0,255.0,1093.0,1422.0,6678.0,2278.0,226.0,576.0,0.0,9947.0,359.0,7879.447
2016-01-02 16:00:00+00:00,193.0,255.0,1093.0,1204.0,6316.0,2277.0,187.0,1992.0,0.0,9763.0,388.0,7695.645
2016-01-02 17:00:00+00:00,193.0,254.0,1093.0,1140.0,5670.0,2277.0,169.0,3101.0,37.0,9791.0,335.0,7470.003
2016-01-02 18:00:00+00:00,193.0,254.0,1093.0,1021.0,5221.0,2277.0,113.0,3502.0,44.0,9696.0,381.0,7242.748
2016-01-02 19:00:00+00:00,193.0,255.0,1094.0,970.0,4962.0,2277.0,112.0,3869.0,26.0,9045.0,472.0,6839.039
2016-01-02 20:00:00+00:00,193.0,254.0,1094.0,983.0,5058.0,2276.0,113.0,3899.0,0.0,8602.0,510.0,6675.354
2016-01-02 21:00:00+00:00,193.0,254.0,1095.0,972.0,4919.0,2277.0,114.0,3452.0,0.0,9225.0,505.0,6884.665
2016-01-02 22:00:00+00:00,193.0,254.0,1096.0,1009.0,5366.0,2277.0,117.0,3210.0,0.0,9031.0,447.0,6982.309
2016-01-02 23:00:00+00:00,195.0,253.0,1098.0,1285.0,5858.0,2275.0,198.0,1346.0,0.0,10001.0,449.0,7573.645
2016-01-03 00:00:00+00:00,195.0,254.0,1096.0,1414.0,7044.0,2276.0,246.0,0.0,0.0,11072.0,329.0,8544.786
2016-01-03 01:00:00+00:00,196.0,251.0,1096.0,1858.0,7943.0,2277.0,285.0,0.0,0.0,12596.0,341.0,9663.926
2016-01-03 02:00:00+00:00,195.0,252.0,1096.0,2164.0,8142.0,2276.0,294.0,0.0,0.0,12491.0,444.0,9706.313
2016-01-03 03:00:00+00:00,196.0,252.0,1094.0,1925.0,7833.0,2276.0,259.0,0.0,0.0,12780.0,454.0,9702.592
2016-01-03 04:00:00+00:00,196.0,252.0,1093.0,1653.0,7564.0,2276.0,253.0,0.0,0.0,12820.0,459.0,9599.746
2016-01-03 05:00:00+00:00,196.0,252.0,1093.0,1542.0,7487.0,2276.0,203.0,0.0,0.0,12188.0,399.0,9267.478
