,net_footprint_H,credit_H,red_H,net_footprint_Y,credit_Y,red_Y
Grid,2.25533173775,0.0,0.0828524209298,2.25533173775,0.0,0.0828535334227
solar100,-0.930850737122,3.18618247487,1.37853743897,-0.748627183466,3.00395892122,1.30443449387
wind100,-1.23383259712,3.48916433487,1.50174728644,-1.04565118347,3.30098292122,1.42522138634
sw5050,-1.08234166712,3.33767340487,1.4401423627,-0.897139183466,3.15247092122,1.36482794011
