,net_footprint_H,credit_H,red_H,net_footprint_Y,credit_Y,red_Y
Grid,2.45907477152,0.0,-1.21299370079e-06,2.45907477152,0.0,0.0
solar100,-0.501835571277,2.9609103428,1.2040752017,-0.389523592495,2.84859836402,1.15840250041
wind100,-0.810961932985,3.27003670451,1.32978375691,-0.687363592495,3.14643836402,1.279521225
sw5050,-0.656398752131,3.11547352365,1.26692947931,-0.538443592495,2.99751836402,1.2189618627
